jahr,disziplin,geschlecht,altersklasse,anzahl_leistungen
2012,Weitsprung,M,18,44
2012,Dreisprung,M,18,43
2012,Dreisprung,M,Maenner,43
2012,Weitsprung,M,Maenner,43
2012,200 m,W,18,42
2012,200 m,W,20,42
2012,100 m Huerden,W,18,41
2012,100 m Huerden,W,20,41
2012,3000 m Hindernis,W,Frauen,41
2012,110 m Huerden,M,18,40
2012,Dreisprung,W,18,40
2012,110 m Huerden,M,20,39
2012,5000 m,W,20,38
2012,Hochsprung,W,U23,32
2012,Stabhochsprung,W,U23,32
2012,Hochsprung,M,U23,31
2012,Kugelstoss,W,U23,31
2012,Speerwurf,M,U23,31
2012,10 km,M,U23,30
2012,10 km,W,U23,30
2012,1500 m,W,U23,30
2012,3000 m Hindernis,M,U23,30
2012,400 m,M,U23,30
2012,400 m,W,U23,30
2012,400 m Huerden,M,U23,30
2012,400 m Huerden,W,U23,30
2012,800 m,W,U23,30
2012,Diskuswurf,M,U23,30
2012,Diskuswurf,W,U23,30
2012,Dreisprung,W,U23,30
2012,Hammerwurf,W,U23,30
2012,Kugelstoss,M,U23,30
2012,Stabhochsprung,M,U23,30
2012,100 m,M,U23,29
2012,100 m Huerden,W,U23,29
2012,1500 m,M,U23,29
2012,200 m,M,U23,29
2012,800 m,M,U23,29
2012,Hammerwurf,M,U23,29
2012,Speerwurf,W,U23,29
2012,100 m,W,U23,28
2012,5000 m,M,U23,28
2012,5000 m,W,U23,28
2012,10 000 m,M,U23,27
2012,Dreisprung,M,U23,27
2012,110 m Huerden,M,U23,26
2012,Weitsprung,W,U23,26
2012,3000 m Hindernis,W,U23,25
2012,200 m,W,U23,24
2012,Weitsprung,M,U23,23
2012,10 000 m,W,U23,22
2013,Stabhochsprung,M,20,68
2013,Stabhochsprung,M,Maenner,63
2013,Hochsprung,M,20,58
2013,Hochsprung,M,18,55
2013,Hochsprung,W,20,54
2013,400 m Huerden,W,Frauen,53
2013,Hochsprung,W,18,52
2013,Stabhochsprung,M,18,52
2013,Stabhochsprung,W,18,52
2013,Stabhochsprung,W,Frauen,52
2013,10 km,W,Frauen,51
2013,100 m,M,20,51
2013,100 m,W,20,51
2013,1500 m,M,18,51
2013,1500 m,M,20,51
2013,400 m,W,Frauen,51
2013,400 m Huerden,M,18,51
2013,800 m,M,18,51
2013,800 m,M,20,51
2013,800 m,W,20,51
2013,Hochsprung,M,Maenner,51
2013,Kugelstoss,W,20,51
2013,Speerwurf,W,18,51
2013,Stabhochsprung,W,20,51
2013,10 km,M,Maenner,50
2013,100 m,W,Frauen,50
2013,1500 m,W,20,50
2013,1500 m,W,Frauen,50
2013,3000 m,M,18,50
2013,400 m,M,Maenner,50
2013,400 m,W,18,50
2013,400 m Huerden,M,Maenner,50
2013,400 m Huerden,W,18,50
2013,400 m Huerden,W,20,50
2013,5000 m,M,Maenner,50
2013,800 m,M,Maenner,50
2013,800 m,W,18,50
2013,800 m,W,Frauen,50
2013,Diskuswurf,M,18,50
2013,Diskuswurf,W,18,50
2013,Diskuswurf,W,20,50
2013,Diskuswurf,W,Frauen,50
2013,Hammerwurf,M,18,50
2013,Hammerwurf,M,Maenner,50
2013,Hammerwurf,W,20,50
2013,Hammerwurf,W,Frauen,50
2013,Hochsprung,W,Frauen,50
2013,Kugelstoss,M,18,50
2013,Kugelstoss,M,Maenner,50
2013,Marathon,W,Frauen,50
2013,Speerwurf,M,18,50
2013,Speerwurf,M,20,50
2013,Speerwurf,M,Maenner,50
2013,Speerwurf,W,20,50
2013,Speerwurf,W,Frauen,50
2013,Weitsprung,M,Maenner,50
2013,100 m,M,Maenner,49
2013,1500 m,M,Maenner,49
2013,1500 m,W,18,49
2013,3000 m,M,20,49
2013,3000 m Hindernis,M,Maenner,49
2013,400 m,M,20,49
2013,400 m,W,20,49
2013,400 m Huerden,M,20,49
2013,5000 m,W,Frauen,49
2013,Diskuswurf,M,20,49
2013,Diskuswurf,M,Maenner,49
2013,Hammerwurf,M,20,49
2013,Hammerwurf,W,18,49
2013,Kugelstoss,M,20,49
2013,Kugelstoss,W,18,49
2013,Kugelstoss,W,Frauen,49
2013,200 m,W,Frauen,48
2013,3000 m,W,18,48
2013,400 m,M,18,48
2013,5000 m,W,20,48
2013,10 000 m,M,Maenner,47
2013,10 000 m,W,Frauen,47
2013,100 m,W,18,47
2013,2000 m Hindernis,M,18,47
2013,3000 m,W,20,47
2013,Weitsprung,M,20,47
2013,110 m Huerden,M,Maenner,46
2013,Dreisprung,M,20,46
2013,Dreisprung,M,Maenner,46
2013,100 m Huerden,W,18,45
2013,200 m,M,18,45
2013,110 m Huerden,M,20,44
2013,200 m,M,20,44
2013,Dreisprung,W,Frauen,44
2013,100 m Huerden,W,Frauen,43
2013,200 m,M,Maenner,43
2013,200 m,W,20,43
2013,5000 m,M,20,43
2013,Weitsprung,M,18,43
2013,Weitsprung,W,18,43
2013,200 m,W,18,42
2013,100 m,M,18,41
2013,110 m Huerden,M,18,41
2013,Weitsprung,W,20,41
2013,Weitsprung,W,Frauen,41
2013,Dreisprung,M,18,40
2013,Dreisprung,W,20,40
2013,Dreisprung,W,18,39
2013,Marathon,M,Maenner,38
2013,100 m Huerden,W,20,36
2013,Stabhochsprung,M,U23,34
2013,3000 m Hindernis,W,Frauen,33
2013,Weitsprung,M,U23,33
2013,10 km,M,U23,31
2013,800 m,M,U23,31
2013,10 km,W,U23,30
2013,100 m,W,U23,30
2013,1500 m,M,U23,30
2013,1500 m,W,U23,30
2013,400 m,M,U23,30
2013,400 m,W,U23,30
2013,400 m Huerden,W,U23,30
2013,5000 m,W,U23,30
2013,800 m,W,U23,30
2013,Diskuswurf,W,U23,30
2013,Hammerwurf,M,U23,30
2013,Hammerwurf,W,U23,30
2013,Hochsprung,M,U23,30
2013,Speerwurf,M,U23,30
2013,Speerwurf,W,U23,30
2013,Stabhochsprung,W,U23,30
2013,100 m,M,U23,29
2013,3000 m Hindernis,M,U23,29
2013,400 m Huerden,M,U23,29
2013,Diskuswurf,M,U23,29
2013,Dreisprung,M,U23,29
2013,Hochsprung,W,U23,29
2013,Kugelstoss,M,U23,29
2013,Kugelstoss,W,U23,29
2013,5000 m,M,U23,28
2013,10 000 m,M,U23,27
2013,110 m Huerden,M,U23,27
2013,Dreisprung,W,U23,27
2013,100 m Huerden,W,U23,26
2013,200 m,W,U23,26
2013,200 m,M,U23,25
2013,Weitsprung,W,U23,22
2013,3000 m Hindernis,W,U23,21
2013,10 000 m,W,U23,18
2014,Hochsprung,M,Maenner,63
2014,Hochsprung,W,20,62
2014,Stabhochsprung,M,20,58
2014,Stabhochsprung,M,18,56
2014,100 m,M,Maenner,53
2014,400 m,M,Maenner,52
2014,Hochsprung,W,18,52
2014,Stabhochsprung,W,Frauen,52
2014,1500 m,W,20,51
2014,400 m Huerden,M,Maenner,51
2014,400 m Huerden,W,18,51
2014,400 m Huerden,W,20,51
2014,400 m Huerden,W,Frauen,51
2014,800 m,M,20,51
2014,800 m,M,Maenner,51
2014,10 000 m,M,Maenner,50
2014,10 km,W,Frauen,50
2014,1500 m,M,18,50
2014,1500 m,M,20,50
2014,1500 m,W,18,50
2014,3000 m,M,18,50
2014,3000 m,W,18,50
2014,3000 m,W,20,50
2014,400 m,W,18,50
2014,400 m,W,Frauen,50
2014,400 m Huerden,M,18,50
2014,400 m Huerden,M,20,50
2014,5000 m,M,20,50
2014,800 m,M,18,50
2014,800 m,W,18,50
2014,800 m,W,20,50
2014,Diskuswurf,M,18,50
2014,Diskuswurf,W,18,50
2014,Diskuswurf,W,20,50
2014,Hammerwurf,M,18,50
2014,Hammerwurf,M,20,50
2014,Hammerwurf,W,18,50
2014,Hochsprung,M,18,50
2014,Hochsprung,M,20,50
2014,Hochsprung,W,Frauen,50
2014,Kugelstoss,M,18,50
2014,Kugelstoss,W,Frauen,50
2014,Marathon,W,Frauen,50
2014,Speerwurf,M,18,50
2014,Speerwurf,M,20,50
2014,Speerwurf,W,18,50
2014,Stabhochsprung,M,Maenner,50
2014,Stabhochsprung,W,20,50
2014,10 km,M,Maenner,49
2014,100 m,M,18,49
2014,100 m,M,20,49
2014,1500 m,M,Maenner,49
2014,3000 m,M,20,49
2014,3000 m Hindernis,M,Maenner,49
2014,400 m,M,18,49
2014,400 m,M,20,49
2014,400 m,W,20,49
2014,5000 m,M,Maenner,49
2014,5000 m,W,Frauen,49
