jahr,disziplin,geschlecht,altersklasse,anzahl_leistungen
2001,Stabhochsprung,W,20,61
2001,Stabhochsprung,M,18,60
2001,Hochsprung,W,20,57
2001,Weitsprung,M,Maenner,57
2001,Stabhochsprung,M,20,53
2001,400 m,W,20,52
2001,Stabhochsprung,M,Maenner,52
2001,100 m,W,18,51
2001,Hochsprung,M,18,51
2001,Hochsprung,M,Maenner,51
2001,Hochsprung,W,Frauen,51
2001,Weitsprung,W,Frauen,51
2001,100 m,M,18,50
2001,100 m,W,20,50
2001,1500 m,W,20,50
2001,1500 m,W,Frauen,50
2001,400 m,W,18,50
2001,400 m,W,Frauen,50
2001,400 m Huerden,M,18,50
2001,400 m Huerden,W,18,50
2001,400 m Huerden,W,20,50
2001,800 m,W,18,50
2001,800 m,W,20,50
2001,800 m,W,Frauen,50
2001,Diskuswurf,M,20,50
2001,Diskuswurf,M,Maenner,50
2001,Diskuswurf,W,18,50
2001,Diskuswurf,W,20,50
2001,Hammerwurf,M,18,50
2001,Hammerwurf,W,18,50
2001,Hochsprung,M,20,50
2001,Kugelstoss,M,18,50
2001,Kugelstoss,M,20,50
2001,Kugelstoss,W,20,50
2001,Speerwurf,M,18,50
2001,Speerwurf,M,20,50
2001,Speerwurf,W,18,50
2001,Speerwurf,W,20,50
2001,Speerwurf,W,Frauen,50
2001,Stabhochsprung,W,18,50
2001,Stabhochsprung,W,Frauen,50
2001,10 km,M,Maenner,49
2001,10 km,W,Frauen,49
2001,1500 m,M,20,49
2001,1500 m,W,18,49
2001,400 m,M,18,49
2001,400 m Huerden,M,Maenner,49
2001,400 m Huerden,W,Frauen,49
2001,Diskuswurf,M,18,49
2001,Diskuswurf,W,Frauen,49
2001,Hammerwurf,M,20,49
2001,Hammerwurf,M,Maenner,49
2001,Hammerwurf,W,20,49
2001,Hammerwurf,W,Frauen,49
2001,Hochsprung,W,18,49
2001,Kugelstoss,W,18,49
2001,Kugelstoss,W,Frauen,49
2001,Marathon,M,Maenner,49
2001,Marathon,W,Frauen,49
2001,Speerwurf,M,Maenner,49
2001,100 m,W,Frauen,48
2001,1500 m,M,18,48
2001,1500 m,M,Maenner,48
2001,3000 m Hindernis,M,Maenner,48
2001,400 m,M,20,48
2001,400 m,M,Maenner,48
2001,400 m Huerden,M,20,48
2001,5000 m,M,Maenner,48
2001,800 m,M,Maenner,48
2001,Dreisprung,W,18,48
2001,Kugelstoss,M,Maenner,48
2001,Weitsprung,M,20,48
2001,10 000 m,M,Maenner,47
2001,100 m Huerden,W,20,47
2001,100 m Huerden,W,Frauen,47
2001,800 m,M,18,47
2001,Dreisprung,W,20,47
2001,Dreisprung,W,Frauen,47
2001,Weitsprung,W,20,47
2001,3000 m,M,20,46
2001,800 m,M,20,46
2001,Dreisprung,M,18,46
2001,Dreisprung,M,20,46
2001,Weitsprung,M,18,46
2001,2000 m Hindernis,M,18,45
2001,3000 m,M,18,45
2001,5000 m,M,20,45
2001,200 m,M,18,44
2001,200 m,W,18,44
2001,200 m,W,20,44
2001,5000 m,W,Frauen,44
2001,Weitsprung,W,18,44
2001,3000 m,W,18,43
2001,3000 m,W,20,43
2001,Dreisprung,M,Maenner,43
2001,200 m,M,20,42
2001,200 m,M,Maenner,42
2001,100 m,M,20,41
2001,100 m,M,Maenner,41
2001,110 m Huerden,M,Maenner,41
2001,5000 m,W,20,41
2001,10 000 m,W,Frauen,40
2001,110 m Huerden,M,18,39
2001,110 m Huerden,M,20,39
2001,200 m,W,Frauen,36
2001,Weitsprung,W,U23,36
2001,100 m Huerden,W,18,34
2001,Hochsprung,W,U23,34
2001,Dreisprung,M,U23,31
2001,Hochsprung,M,U23,31
2001,10 km,M,U23,30
2001,10 km,W,U23,30
2001,1500 m,W,U23,30
2001,400 m,W,U23,30
2001,400 m Huerden,M,U23,30
2001,400 m Huerden,W,U23,30
2001,5000 m,W,U23,30
2001,800 m,W,U23,30
2001,Diskuswurf,M,U23,30
2001,Dreisprung,W,U23,30
2001,Hammerwurf,M,U23,30
2001,Kugelstoss,M,U23,30
2001,Speerwurf,W,U23,30
2001,Stabhochsprung,W,U23,30
2001,100 m Huerden,W,U23,29
2001,1500 m,M,U23,29
2001,3000 m Hindernis,M,U23,29
2001,400 m,M,U23,29
2001,5000 m,M,U23,29
2001,Diskuswurf,W,U23,29
2001,Hammerwurf,W,U23,29
2001,Kugelstoss,W,U23,29
2001,Speerwurf,M,U23,29
2001,Stabhochsprung,M,U23,29
2001,Weitsprung,M,U23,29
2001,100 m,M,U23,28
2001,100 m,W,U23,27
2001,800 m,M,U23,27
2001,200 m,M,U23,26
2001,10 000 m,M,U23,20
2001,10 000 m,W,U23,20
2001,110 m Huerden,M,U23,20
2001,200 m,W,U23,20
2001,3000 m Hindernis,W,Frauen,10
2001,3000 m Hindernis,W,U23,5
2002,Hochsprung,W,Frauen,65
2002,Hochsprung,M,Maenner,61
2002,Stabhochsprung,M,18,57
2002,Hochsprung,M,20,56
2002,Stabhochsprung,W,18,53
2002,Hochsprung,M,18,52
2002,Stabhochsprung,W,20,52
2002,Diskuswurf,W,20,51
2002,Hammerwurf,W,Frauen,51
2002,Hochsprung,W,20,51
2002,Stabhochsprung,W,Frauen,51
2002,1500 m,M,20,50
2002,1500 m,M,Maenner,50
2002,1500 m,W,Frauen,50
2002,400 m,W,20,50
2002,400 m,W,Frauen,50
2002,400 m Huerden,M,18,50
2002,400 m Huerden,M,20,50
2002,400 m Huerden,W,Frauen,50
2002,800 m,W,20,50
2002,800 m,W,Frauen,50
2002,Diskuswurf,M,18,50
2002,Diskuswurf,M,20,50
2002,Diskuswurf,M,Maenner,50
2002,Diskuswurf,W,18,50
2002,Hammerwurf,M,18,50
2002,Hammerwurf,M,20,50
2002,Hammerwurf,W,18,50
2002,Hammerwurf,W,20,50
2002,Hochsprung,W,18,50
2002,Kugelstoss,M,18,50
2002,Kugelstoss,M,20,50
2002,Kugelstoss,W,18,50
2002,Marathon,M,Maenner,50
2002,Speerwurf,M,Maenner,50
2002,Speerwurf,W,20,50
2002,Speerwurf,W,Frauen,50
2002,Stabhochsprung,M,20,50
2002,Stabhochsprung,M,Maenner,50
2002,10 km,M,Maenner,49
2002,10 km,W,Frauen,49
2002,1500 m,M,18,49
2002,400 m,M,18,49
2002,400 m,M,20,49
2002,400 m,M,Maenner,49
2002,400 m,W,18,49
2002,400 m Huerden,W,18,49
2002,400 m Huerden,W,20,49
2002,800 m,W,18,49
2002,Diskuswurf,W,Frauen,49
2002,Hammerwurf,M,Maenner,49
2002,Kugelstoss,M,Maenner,49
2002,Kugelstoss,W,20,49
2002,Kugelstoss,W,Frauen,49
2002,Marathon,W,Frauen,49
2002,Speerwurf,M,20,49
2002,Speerwurf,W,18,49
2002,100 m,M,18,48
2002,3000 m,M,20,48
2002,400 m Huerden,M,Maenner,48
2002,5000 m,M,Maenner,48
2002,800 m,M,18,48
2002,800 m,M,20,48
2002,Speerwurf,M,18,48
2002,1500 m,W,20,47
2002,3000 m Hindernis,M,Maenner,47
2002,800 m,M,Maenner,47
2002,100 m,M,Maenner,46
2002,100 m,W,Frauen,46
2002,100 m Huerden,W,Frauen,46
2002,1500 m,W,18,46
2002,200 m,W,18,46
2002,Dreisprung,M,Maenner,46
2002,Weitsprung,W,Frauen,46
2002,100 m,M,20,45
2002,100 m Huerden,W,18,45
2002,5000 m,W,Frauen,45
2002,Dreisprung,M,18,45
2002,Dreisprung,W,18,45
2002,200 m,W,20,44
2002,Weitsprung,M,20,44
2002,Weitsprung,W,20,44
2002,110 m Huerden,M,Maenner,43
2002,2000 m Hindernis,M,18,43
2002,3000 m,M,18,43
2002,Dreisprung,W,20,43
2002,Weitsprung,M,18,43
2002,10 000 m,M,Maenner,42
2002,100 m,W,18,42
2002,110 m Huerden,M,20,42
2002,200 m,M,Maenner,42
2002,3000 m,W,18,42
2002,Dreisprung,M,20,42
2002,100 m,W,20,41
2002,100 m Huerden,W,20,41
2002,Hochsprung,M,U23,41
2002,Weitsprung,M,Maenner,41
2002,Weitsprung,W,18,41
2002,200 m,M,20,40
2002,3000 m,W,20,39
2002,Dreisprung,W,Frauen,39
2002,110 m Huerden,M,18,38
2002,5000 m,W,20,36
2002,200 m,W,Frauen,35
2002,10 000 m,W,Frauen,34
2002,200 m,M,18,32
2002,Weitsprung,W,U23,32
2002,10 km,W,U23,31
2002,10 km,M,U23,30
2002,1500 m,M,U23,30
2002,1500 m,W,U23,30
2002,400 m,W,U23,30
2002,400 m Huerden,W,U23,30
2002,800 m,W,U23,30
2002,Hammerwurf,M,U23,30
2002,Hammerwurf,W,U23,30
2002,Hochsprung,W,U23,30
2002,Kugelstoss,M,U23,30
2002,Speerwurf,M,U23,30
2002,Speerwurf,W,U23,30
2002,Stabhochsprung,W,U23,30
2002,3000 m Hindernis,M,U23,29
2002,400 m,M,U23,29
2002,Diskuswurf,M,U23,29
2002,Diskuswurf,W,U23,29
2002,Kugelstoss,W,U23,29
2002,100 m,M,U23,28
2002,400 m Huerden,M,U23,28
2002,5000 m,M,U23,28
2002,5000 m,W,U23,28
2002,Dreisprung,M,U23,28
2002,Stabhochsprung,M,U23,28
2002,100 m Huerden,W,U23,27
2002,800 m,M,U23,27
2002,100 m,W,U23,26
2002,110 m Huerden,M,U23,26
2002,3000 m Hindernis,W,Frauen,26
2002,5000 m,M,20,26
2002,Dreisprung,W,U23,25
2002,Weitsprung,M,U23,25
2002,200 m,M,U23,24
2002,200 m,W,U23,23
2002,10 000 m,M,U23,21
2002,10 000 m,W,U23,21
2002,3000 m Hindernis,W,U23,13
2003,Hochsprung,M,Maenner,65
2003,Stabhochsprung,M,20,63
2003,Hochsprung,M,18,62
2003,Hochsprung,M,20,55
2003,Hochsprung,W,20,55
2003,Stabhochsprung,M,18,53
2003,400 m,M,18,51
2003,Hammerwurf,W,Frauen,51
2003,Hochsprung,W,Frauen,51
2003,Stabhochsprung,W,18,51
2003,Stabhochsprung,W,20,51
2003,1500 m,M,18,50
2003,1500 m,W,20,50
2003,1500 m,W,Frauen,50
2003,2000 m Hindernis,M,18,50
2003,400 m,W,Frauen,50
2003,400 m Huerden,M,18,50
2003,400 m Huerden,M,20,50
2003,800 m,M,18,50
2003,Diskuswurf,M,18,50
2003,Hammerwurf,M,18,50
2003,Hammerwurf,M,20,50
2003,Hammerwurf,W,18,50
2003,Hammerwurf,W,20,50
2003,Hochsprung,W,18,50
2003,Kugelstoss,M,18,50
2003,Kugelstoss,M,20,50
2003,Kugelstoss,M,Maenner,50
2003,Kugelstoss,W,18,50
2003,Kugelstoss,W,20,50
2003,Marathon,M,Maenner,50
2003,Marathon,W,Frauen,50
2003,Speerwurf,M,20,50
2003,Speerwurf,W,20,50
2003,Speerwurf,W,Frauen,50
2003,Stabhochsprung,W,Frauen,50
2003,10 km,W,Frauen,49
2003,1500 m,M,20,49
2003,3000 m,M,20,49
2003,400 m,M,20,49
2003,400 m,W,20,49
2003,400 m Huerden,W,18,49
2003,400 m Huerden,W,20,49
2003,400 m Huerden,W,Frauen,49
2003,800 m,W,Frauen,49
2003,Diskuswurf,M,20,49
2003,Diskuswurf,M,Maenner,49
2003,Diskuswurf,W,20,49
2003,Hammerwurf,M,Maenner,49
2003,Kugelstoss,W,Frauen,49
2003,Speerwurf,M,18,49
2003,Speerwurf,M,Maenner,49
2003,Speerwurf,W,18,49
2003,10 km,M,Maenner,48
2003,1500 m,M,Maenner,48
2003,1500 m,W,18,48
2003,400 m,M,Maenner,48
2003,400 m,W,18,48
2003,5000 m,M,Maenner,48
2003,5000 m,W,20,48
2003,800 m,M,20,48
2003,800 m,W,18,48
2003,Diskuswurf,W,18,48
2003,Diskuswurf,W,Frauen,48
2003,Dreisprung,W,18,48
2003,Stabhochsprung,M,Maenner,48
2003,100 m,M,18,47
2003,100 m,W,18,47
2003,100 m,W,Frauen,47
2003,3000 m,M,18,47
2003,3000 m Hindernis,M,Maenner,47
2003,400 m Huerden,M,Maenner,47
2003,5000 m,M,20,47
2003,10 000 m,M,Maenner,46
2003,200 m,M,20,46
2003,3000 m,W,18,46
2003,3000 m,W,20,46
2003,5000 m,W,Frauen,46
2003,800 m,W,20,46
2003,100 m,M,20,45
2003,110 m Huerden,M,20,45
2003,200 m,M,18,45
2003,800 m,M,Maenner,45
2003,100 m,M,Maenner,44
2003,Weitsprung,W,Frauen,44
2003,100 m,W,20,43
2003,200 m,M,Maenner,43
2003,Weitsprung,W,18,43
2003,100 m Huerden,W,20,42
2003,200 m,W,20,42
2003,Dreisprung,M,18,42
2003,Dreisprung,W,20,42
2003,10 000 m,W,Frauen,41
2003,100 m Huerden,W,18,41
2003,Dreisprung,M,20,41
2003,Weitsprung,M,18,41
2003,Weitsprung,M,Maenner,41
2003,200 m,W,18,40
2003,110 m Huerden,M,Maenner,39
2003,Dreisprung,W,Frauen,39
2003,Weitsprung,W,20,39
2003,200 m,W,Frauen,38
2003,Dreisprung,M,Maenner,38
2003,100 m Huerden,W,Frauen,36
2003,Stabhochsprung,M,U23,36
2003,Weitsprung,M,20,34
2003,110 m Huerden,M,18,32
2003,Hochsprung,M,U23,31
2003,Stabhochsprung,W,U23,31
2003,10 km,W,U23,30
2003,1500 m,W,U23,30
2003,3000 m Hindernis,M,U23,30
2003,400 m,W,U23,30
2003,800 m,W,U23,30
2003,Hammerwurf,M,U23,30
2003,Hammerwurf,W,U23,30
2003,Hochsprung,W,U23,30
2003,Kugelstoss,W,U23,30
2003,Speerwurf,M,U23,30
2003,Speerwurf,W,U23,30
2003,Weitsprung,W,U23,30
2003,10 km,M,U23,29
2003,1500 m,M,U23,29
2003,400 m Huerden,W,U23,29
2003,Diskuswurf,M,U23,29
2003,Diskuswurf,W,U23,29
2003,Dreisprung,M,U23,29
2003,Kugelstoss,M,U23,29
2003,100 m,W,U23,28
2003,400 m,M,U23,28
2003,5000 m,M,U23,28
2003,5000 m,W,U23,28
2003,800 m,M,U23,28
2003,200 m,M,U23,27
2003,400 m Huerden,M,U23,27
2003,100 m,M,U23,26
2003,110 m Huerden,M,U23,26
2003,10 000 m,M,U23,25
2003,3000 m Hindernis,W,Frauen,25
2003,Weitsprung,M,U23,25
2003,Dreisprung,W,U23,24
2003,200 m,W,U23,22
2003,100 m Huerden,W,U23,21
2003,10 000 m,W,U23,17
2003,3000 m Hindernis,W,U23,14
2004,Stabhochsprung,W,Frauen,59
2004,Stabhochsprung,M,18,57
2004,Stabhochsprung,W,20,56
2004,Hochsprung,M,18,55
2004,Hochsprung,M,20,53
2004,Hochsprung,W,18,53
2004,10 km,W,Frauen,52
2004,Hochsprung,M,Maenner,52
2004,Hochsprung,W,20,52
2004,Hochsprung,W,Frauen,52
2004,1500 m,W,20,51
2004,Speerwurf,M,20,51
2004,Speerwurf,W,18,51
2004,Speerwurf,W,20,51
2004,1500 m,W,18,50
2004,1500 m,W,Frauen,50
2004,3000 m Hindernis,M,Maenner,50
2004,400 m,M,20,50
2004,400 m,M,Maenner,50
2004,400 m,W,Frauen,50
2004,400 m Huerden,M,18,50
2004,400 m Huerden,M,20,50
2004,400 m Huerden,W,Frauen,50
2004,800 m,W,Frauen,50
2004,Diskuswurf,M,20,50
2004,Diskuswurf,M,Maenner,50
2004,Hammerwurf,M,20,50
2004,Hammerwurf,W,18,50
2004,Hammerwurf,W,20,50
2004,Hammerwurf,W,Frauen,50
2004,Kugelstoss,M,Maenner,50
2004,Kugelstoss,W,18,50
2004,Kugelstoss,W,20,50
2004,Marathon,M,Maenner,50
2004,Speerwurf,M,18,50
2004,Speerwurf,M,Maenner,50
2004,Speerwurf,W,Frauen,50
2004,Stabhochsprung,M,20,50
2004,Stabhochsprung,M,Maenner,50
2004,Stabhochsprung,W,18,50
2004,10 km,M,Maenner,49
2004,100 m,W,Frauen,49
2004,2000 m Hindernis,M,18,49
2004,400 m,M,18,49
2004,400 m,W,18,49
2004,400 m,W,20,49
2004,400 m Huerden,W,18,49
2004,400 m Huerden,W,20,49
2004,5000 m,M,Maenner,49
2004,800 m,M,18,49
2004,Diskuswurf,W,Frauen,49
2004,Hammerwurf,M,18,49
2004,Kugelstoss,M,20,49
2004,Kugelstoss,W,Frauen,49
2004,Marathon,W,Frauen,49
2004,1500 m,M,Maenner,48
2004,400 m Huerden,M,Maenner,48
2004,800 m,M,20,48
2004,800 m,W,20,48
2004,Diskuswurf,M,18,48
2004,Diskuswurf,W,18,48
2004,Diskuswurf,W,20,48
2004,Hammerwurf,M,Maenner,48
2004,Kugelstoss,M,18,48
2004,1500 m,M,18,47
2004,1500 m,M,20,47
2004,3000 m,M,18,47
2004,800 m,W,18,47
2004,Dreisprung,W,Frauen,47
2004,100 m Huerden,W,18,46
2004,3000 m,M,20,46
2004,5000 m,W,Frauen,46
2004,Weitsprung,W,18,46
2004,100 m,M,18,45
2004,100 m,M,20,45
2004,100 m,W,18,45
2004,200 m,M,18,45
2004,200 m,W,Frauen,45
2004,5000 m,M,20,45
2004,800 m,M,Maenner,45
2004,Dreisprung,M,Maenner,45
2004,Weitsprung,M,18,45
2004,Weitsprung,M,20,45
2004,Weitsprung,W,20,45
2004,10 000 m,M,Maenner,44
2004,10 000 m,W,Frauen,44
2004,100 m,M,Maenner,44
2004,200 m,W,18,44
2004,3000 m,W,18,44
2004,3000 m,W,20,44
2004,Weitsprung,M,Maenner,44
2004,Weitsprung,W,Frauen,44
2004,200 m,W,20,43
2004,Dreisprung,W,18,43
2004,100 m,W,20,42
2004,5000 m,W,20,42
2004,Dreisprung,M,20,42
2004,110 m Huerden,M,18,41
2004,200 m,M,20,41
2004,200 m,M,Maenner,40
2004,Dreisprung,W,20,40
2004,100 m Huerden,W,20,39
2004,Dreisprung,M,18,38
2004,100 m Huerden,W,Frauen,37
2004,110 m Huerden,M,20,36
2004,110 m Huerden,M,Maenner,36
2004,Stabhochsprung,M,U23,36
2004,Hochsprung,W,U23,33
2004,Stabhochsprung,W,U23,33
2004,Weitsprung,M,U23,33
2004,Hochsprung,M,U23,31
2004,10 km,W,U23,30
2004,1500 m,W,U23,30
2004,3000 m Hindernis,M,U23,30
2004,800 m,W,U23,30
2004,Diskuswurf,M,U23,30
2004,Diskuswurf,W,U23,30
2004,Hammerwurf,M,U23,30
2004,Hammerwurf,W,U23,30
2004,Kugelstoss,M,U23,30
2004,Kugelstoss,W,U23,30
2004,Speerwurf,M,U23,30
2004,Speerwurf,W,U23,30
2004,10 km,M,U23,29
2004,100 m,W,U23,29
2004,1500 m,M,U23,29
2004,400 m,M,U23,29
2004,400 m,W,U23,29
2004,400 m Huerden,W,U23,29
2004,100 m,M,U23,28
2004,400 m Huerden,M,U23,28
2004,5000 m,M,U23,28
2004,200 m,W,U23,27
2004,800 m,M,U23,27
2004,5000 m,W,U23,26
2004,Dreisprung,M,U23,26
2004,Dreisprung,W,U23,26
2004,3000 m Hindernis,W,Frauen,25
2004,Weitsprung,W,U23,25
2004,10 000 m,M,U23,24
2004,200 m,M,U23,22
2004,100 m Huerden,W,U23,20
2004,10 000 m,W,U23,19
2004,110 m Huerden,M,U23,19
2004,3000 m Hindernis,W,U23,9
2005,Hochsprung,M,18,63
2005,Stabhochsprung,M,18,58
2005,Stabhochsprung,W,18,58
2005,Hochsprung,M,20,57
2005,Hochsprung,M,Maenner,56
2005,Stabhochsprung,M,20,56
2005,Stabhochsprung,M,Maenner,56
2005,Hochsprung,W,18,53
2005,Stabhochsprung,W,20,53
2005,3000 m,M,20,51
2005,Hochsprung,W,20,51
2005,Stabhochsprung,W,Frauen,51
2005,100 m,W,20,50
2005,1500 m,M,20,50
2005,1500 m,W,18,50
2005,1500 m,W,20,50
2005,1500 m,W,Frauen,50
2005,3000 m,M,18,50
2005,400 m,M,18,50
2005,400 m,M,Maenner,50
2005,400 m,W,18,50
2005,400 m Huerden,M,20,50
2005,400 m Huerden,W,18,50
2005,800 m,M,18,50
2005,800 m,W,20,50
2005,800 m,W,Frauen,50
2005,Diskuswurf,M,18,50
2005,Diskuswurf,M,20,50
2005,Diskuswurf,M,Maenner,50
2005,Hammerwurf,M,18,50
2005,Hammerwurf,M,20,50
2005,Hammerwurf,M,Maenner,50
2005,Hammerwurf,W,18,50
2005,Hammerwurf,W,20,50
2005,Hammerwurf,W,Frauen,50
2005,Hochsprung,W,Frauen,50
2005,Kugelstoss,M,18,50
2005,Kugelstoss,M,Maenner,50
2005,Kugelstoss,W,20,50
2005,Marathon,M,Maenner,50
2005,Speerwurf,M,18,50
2005,Speerwurf,M,20,50
2005,Speerwurf,W,18,50
2005,Speerwurf,W,Frauen,50
2005,10 km,W,Frauen,49
2005,400 m,W,Frauen,49
2005,400 m Huerden,M,18,49
2005,400 m Huerden,W,20,49
2005,400 m Huerden,W,Frauen,49
2005,800 m,M,20,49
2005,800 m,W,18,49
2005,Diskuswurf,W,Frauen,49
2005,Kugelstoss,M,20,49
2005,Kugelstoss,W,18,49
2005,Kugelstoss,W,Frauen,49
2005,Marathon,W,Frauen,49
2005,Speerwurf,M,Maenner,49
2005,Speerwurf,W,20,49
2005,Weitsprung,M,Maenner,49
2005,Weitsprung,W,Frauen,49
2005,10 km,M,Maenner,48
2005,3000 m Hindernis,M,Maenner,48
2005,400 m,M,20,48
2005,400 m,W,20,48
2005,400 m Huerden,M,Maenner,48
2005,Diskuswurf,W,18,48
2005,Diskuswurf,W,20,48
2005,Dreisprung,W,Frauen,48
2005,100 m,W,Frauen,47
2005,1500 m,M,18,47
2005,1500 m,M,Maenner,47
2005,2000 m Hindernis,M,18,47
2005,5000 m,M,Maenner,47
2005,5000 m,W,Frauen,47
2005,Weitsprung,M,18,47
2005,100 m,M,Maenner,46
2005,100 m,W,18,46
2005,100 m Huerden,W,Frauen,46
2005,200 m,W,20,46
2005,200 m,W,Frauen,46
2005,3000 m,W,20,46
2005,800 m,M,Maenner,46
2005,Dreisprung,W,18,46
2005,100 m Huerden,W,20,45
2005,3000 m,W,18,45
2005,Dreisprung,M,18,45
2005,Dreisprung,M,Maenner,45
2005,Dreisprung,W,20,45
2005,Weitsprung,W,18,45
2005,100 m,M,20,44
2005,5000 m,M,20,44
2005,Weitsprung,M,20,44
2005,Weitsprung,W,20,44
2005,100 m,M,18,43
2005,200 m,W,18,43
2005,10 000 m,M,Maenner,42
2005,110 m Huerden,M,Maenner,42
2005,200 m,M,18,42
2005,200 m,M,20,42
2005,200 m,M,Maenner,42
2005,5000 m,W,20,42
2005,110 m Huerden,M,20,41
2005,Dreisprung,M,20,40
2005,10 000 m,W,Frauen,39
2005,100 m Huerden,W,18,36
2005,110 m Huerden,M,18,35
2005,Weitsprung,M,U23,34
2005,Dreisprung,M,U23,33
2005,Hochsprung,W,U23,33
2005,Stabhochsprung,W,U23,32
2005,Hochsprung,M,U23,31
2005,Stabhochsprung,M,U23,31
2005,Weitsprung,W,U23,31
2005,10 km,M,U23,30
2005,10 km,W,U23,30
2005,1500 m,W,U23,30
2005,400 m,M,U23,30
2005,400 m Huerden,M,U23,30
2005,800 m,W,U23,30
2005,Diskuswurf,M,U23,30
2005,Diskuswurf,W,U23,30
2005,Hammerwurf,M,U23,30
2005,Hammerwurf,W,U23,30
2005,Kugelstoss,M,U23,30
2005,Speerwurf,M,U23,30
2005,Speerwurf,W,U23,30
2005,100 m,W,U23,29
2005,400 m Huerden,W,U23,29
2005,800 m,M,U23,29
2005,Dreisprung,W,U23,29
2005,Kugelstoss,W,U23,29
2005,1500 m,M,U23,28
2005,3000 m Hindernis,M,U23,28
2005,400 m,W,U23,28
2005,5000 m,W,U23,28
2005,100 m Huerden,W,U23,27
2005,110 m Huerden,M,U23,27
2005,200 m,W,U23,27
2005,5000 m,M,U23,27
2005,100 m,M,U23,25
2005,200 m,M,U23,23
2005,3000 m Hindernis,W,Frauen,22
2005,10 000 m,M,U23,21
2005,10 000 m,W,U23,15
2005,3000 m Hindernis,W,U23,15
2006,Hochsprung,W,20,61
2006,Stabhochsprung,M,20,57
2006,Stabhochsprung,W,20,57
2006,Stabhochsprung,M,Maenner,56
2006,Hochsprung,W,18,53
2006,Hochsprung,W,Frauen,52
2006,Stabhochsprung,W,Frauen,52
2006,1500 m,M,18,51
2006,1500 m,M,20,51
2006,400 m Huerden,M,Maenner,51
2006,Diskuswurf,M,18,51
2006,Hochsprung,M,18,51
2006,Hochsprung,M,20,51
2006,Kugelstoss,W,18,51
2006,10 km,W,Frauen,50
2006,1500 m,W,Frauen,50
2006,3000 m,M,18,50
2006,400 m,M,18,50
2006,400 m,M,20,50
2006,400 m,W,18,50
2006,400 m Huerden,M,18,50
2006,400 m Huerden,W,Frauen,50
2006,800 m,M,20,50
2006,800 m,W,Frauen,50
2006,Diskuswurf,M,20,50
2006,Diskuswurf,M,Maenner,50
2006,Diskuswurf,W,18,50
2006,Diskuswurf,W,20,50
2006,Hammerwurf,M,18,50
2006,Hammerwurf,M,20,50
2006,Hammerwurf,W,18,50
2006,Hammerwurf,W,20,50
2006,Hammerwurf,W,Frauen,50
2006,Hochsprung,M,Maenner,50
2006,Kugelstoss,M,18,50
2006,Kugelstoss,M,20,50
2006,Kugelstoss,M,Maenner,50
2006,Kugelstoss,W,20,50
2006,Marathon,W,Frauen,50
2006,Speerwurf,M,18,50
2006,Speerwurf,M,20,50
2006,Speerwurf,M,Maenner,50
2006,Speerwurf,W,18,50
2006,Speerwurf,W,20,50
2006,Speerwurf,W,Frauen,50
2006,Stabhochsprung,M,18,50
2006,10 km,M,Maenner,49
2006,1500 m,M,Maenner,49
2006,200 m,M,Maenner,49
2006,2000 m Hindernis,M,18,49
2006,3000 m,M,20,49
2006,400 m,M,Maenner,49
2006,400 m,W,20,49
2006,400 m,W,Frauen,49
2006,400 m Huerden,M,20,49
2006,400 m Huerden,W,18,49
2006,400 m Huerden,W,20,49
2006,Diskuswurf,W,Frauen,49
2006,Hammerwurf,M,Maenner,49
2006,Kugelstoss,W,Frauen,49
2006,Stabhochsprung,W,18,49
2006,Weitsprung,W,Frauen,49
2006,100 m Huerden,W,Frauen,48
2006,1500 m,W,20,48
2006,200 m,W,Frauen,48
2006,5000 m,W,Frauen,48
2006,800 m,M,18,48
2006,800 m,W,18,48
2006,800 m,W,20,48
2006,Marathon,M,Maenner,48
2006,Weitsprung,M,20,48
2006,100 m,M,20,47
2006,100 m,W,Frauen,47
2006,1500 m,W,18,47
2006,3000 m Hindernis,M,Maenner,47
2006,5000 m,M,Maenner,47
2006,800 m,M,Maenner,47
2006,100 m Huerden,W,20,46
2006,3000 m,W,20,46
2006,Weitsprung,M,Maenner,46
2006,110 m Huerden,M,Maenner,45
2006,200 m,W,18,45
2006,5000 m,W,20,45
2006,Dreisprung,M,Maenner,45
2006,Weitsprung,M,18,45
2006,Weitsprung,W,18,45
2006,200 m,W,20,44
2006,3000 m,W,18,44
2006,5000 m,M,20,44
2006,100 m Huerden,W,18,42
2006,200 m,M,20,42
2006,Weitsprung,W,20,42
2006,100 m,M,Maenner,41
2006,10 000 m,M,Maenner,40
2006,100 m,M,18,40
2006,100 m,W,20,40
2006,110 m Huerden,M,20,40
2006,200 m,M,18,40
2006,Dreisprung,M,20,40
2006,10 000 m,W,Frauen,39
2006,110 m Huerden,M,18,39
2006,Dreisprung,M,18,39
2006,Dreisprung,W,Frauen,39
2006,Dreisprung,W,18,38
2006,Dreisprung,W,20,37
2006,100 m,W,18,36
2006,Hochsprung,M,U23,33
2006,3000 m Hindernis,W,Frauen,32
2006,400 m,M,U23,32
2006,Stabhochsprung,M,U23,32
2006,10 km,W,U23,31
2006,200 m,M,U23,31
2006,400 m Huerden,M,U23,31
2006,10 km,M,U23,30
2006,1500 m,M,U23,30
2006,1500 m,W,U23,30
2006,400 m Huerden,W,U23,30
2006,5000 m,M,U23,30
2006,800 m,W,U23,30
2006,Diskuswurf,M,U23,30
